feature_id,category,feature
14061,composer,Mike Patton
14062,composer,Mike Schank
14063,composer,Mike Skinner (musician)
14064,composer,Mikis Theodorakis
14065,composer,Miklós Rózsa
14066,composer,Milan Kymlicka
14067,composer,Miles Goodman
14068,composer,Millionaire (band)
14069,composer,Milt Franklyn
14070,composer,Milton Ager
14071,composer,Miriam Cutler
14072,composer,Mischa Bakaleinikoff
14073,composer,Mischa Spoliansky
14074,composer,Misha Segal
14075,composer,Mitch Murder
14076,composer,Mladen Milicevic
14077,composer,Moby
14078,composer,Modest Mussorgsky
14079,composer,Mohamed Ygerbuchen
14080,composer,Mohammad Reza Darvishi
14081,composer,Molly Mason
14082,composer,Molly Nyman
14083,composer,Money Mark
14084,composer,Monty Norman
14085,composer,Moose Charlap
14086,composer,Morris Stoloff
14087,composer,Mort Lindsey
14088,composer,Mortimer Wilson
14089,composer,Morton Gould
14090,composer,Motörhead
14091,composer,Mowg (composer)
14092,composer,Moya Brennan
14093,composer,Mr. Oizo
14094,composer,Mulatu Astatke
14095,composer,Mundell Lowe
14096,composer,Murray Gold
14097,composer,Mychael Danna
14098,composer,Mátyás Seiber
14099,composer,Nacio Herb Brown
14100,composer,Nancy Sinatra
14101,composer,Nancy Wilson (guitarist)
14102,composer,Nancy Wilson (rock musician)
14103,composer,Naoki Satō
14104,composer,Narada Michael Walden
14105,composer,Nash the Slash
14106,composer,Natalie Merchant
14107,composer,Nate Walcott
14108,composer,Nathan Barr
14109,composer,Nathan Furst
14110,composer,Nathan Johnson (musician)
14111,composer,Nathan Larson (musician)
14112,composer,Nathan Van Cleave
14113,composer,Nathan Wang
14114,composer,Nathaniel Méchaly
14115,composer,Nathaniel Shilkret
14116,composer,Neal Hefti
14117,composer,Neil Davidge
14118,composer,Neil Innes
14119,composer,Neil Young
14120,composer,Nelson Riddle
14121,composer,Nerida Tyson-Chew
14122,composer,New Order (band)
14123,composer,New York Philharmonic
14124,composer,Nicholas Britell
14125,composer,Nicholas Hooper
14126,composer,Nicholas Pike
14127,composer,Nick Cave
14128,composer,Nick Glennie-Smith
14129,composer,Nick Hemming
14130,composer,Nick Laird-Clowes
14131,composer,Nick Urata
14132,composer,Nico Muhly
14133,composer,Nicola Piovani
14134,composer,Nigel Clarke (composer)
14135,composer,Nigel Godrich
14136,composer,Nigel Westlake
14137,composer,Nikita Bogoslovsky
14138,composer,Nikolai Rimsky-Korsakov
14139,composer,Nile Rodgers
14140,composer,Nils Frahm
14141,composer,Nima Fakhrara
14142,composer,Nino Oliviero
14143,composer,Nino Rota
14144,composer,Nirvana (band)
14145,composer,Nitin Sawhney
14146,composer,Nobuhiko Morino
14147,composer,Nobuo Uematsu
14148,composer,Norman Orenstein
14149,composer,Norman Whitfield
14150,composer,Normand Corbeil
14151,composer,Noël Coward
14152,composer,Nuno Bettencourt
14153,composer,Oliver Lieb
14154,composer,Oliver Wallace
14155,composer,Ollie Olsen
14156,composer,Ondřej Soukup
14157,composer,Oneohtrix Point Never
14158,composer,Ornette Coleman
14159,composer,Oscar Hammerstein II
14160,composer,Osvaldo Golijov
14161,composer,Outkast
14162,composer,Owen Bradley
14163,composer,Pat Irwin
14164,composer,Pat Metheny
14165,composer,Patrick Cassidy (composer)
14166,composer,Patrick Doyle
14167,composer,Patrick Jonsson
14168,composer,Patrick Leonard
14169,composer,Patrick Moraz
14170,composer,'Patrick O''Hearn'
14171,composer,Patrick Williams (composer)
14172,composer,Paul Cantelon
14173,composer,Paul Charlier
14174,composer,Paul Chihara
14175,composer,Paul Dessau
14176,composer,Paul Dunlap
14177,composer,Paul Englishby
14178,composer,Paul Gemignani
14179,composer,Paul Giovanni
14180,composer,Paul Glass
14181,composer,Paul Grabowsky
14182,composer,Paul Hardcastle
14183,composer,Paul Haslinger
14184,composer,Paul Hepker
14185,composer,Paul Hertzog
14186,composer,Paul Hoffert
14187,composer,Paul J. Smith (composer)
14188,composer,Paul Jabara
14189,composer,Paul Kelly (Australian musician)
14190,composer,Paul Leary
14191,composer,Paul Leonard-Morgan
14192,composer,Paul Oakenfold
14193,composer,Paul Pena
14194,composer,Paul Robb
14195,composer,Paul Sawtell
14196,composer,Paul Shaffer
14197,composer,Paul Simon
14198,composer,Paul Smith (composer)
14199,composer,Paul Wallfisch
14200,composer,Paul Westerberg
14201,composer,Paul Williams (songwriter)
14202,composer,Paul Zaza
14203,composer,Pedro Bromfman
14204,composer,Peer Raben
14205,composer,Peer Åström
14206,composer,Peitor Angell
14207,composer,Percy Grainger
14208,composer,Pete Anderson
14209,composer,Pete Tong
14210,composer,Peter Bernstein (composer)
14211,composer,Peter Best (composer)
14212,composer,Peter Dasent
14213,composer,Peter Gabriel
14214,composer,Peter Ivers
14215,composer,Peter Kam
14216,composer,Peter Melnick
14217,composer,Peter Peter (Danish musician)
14218,composer,Peter Salett
14219,composer,Peter Schickele
14220,composer,Peter Stuart
14221,composer,Peter Thomas (composer)
14222,composer,Peter Wolf (producer)
14223,composer,Pharrell Williams
14224,composer,Phil Boutelje
14225,composer,Phil Collins
14226,composer,Phil Vischer
14227,composer,Philip Glass
14228,composer,Philip Sainton
14229,composer,Philippe Rombi
14230,composer,Philippe Sarde
14231,composer,Phoenix (band)
14232,composer,Piero Messina
14233,composer,Pierre Bachelet
14234,composer,Pierre Van Dormael
14235,composer,Pieter Bourke
14236,composer,Pinar Toprak
14237,composer,Pink Floyd
14238,composer,Pino Donaggio
14239,composer,Plan 9 (band)
14240,composer,Popol Vuh (band)
14241,composer,Porno for Pyros
14242,composer,Pray for Rain (band)
14243,composer,Preston Sturges
14244,composer,Prince (musician)
14245,composer,Prince Paul (producer)
14246,composer,Pritam
14247,composer,Pyramid (band)
14248,composer,Queen (band)
14249,composer,Questlove
14250,composer,Quincy Jones
14251,composer,Quincy Jones III
14252,composer,R. Kelly
14253,composer,R.E.M.
14254,composer,RJD2
14255,composer,RZA
14256,composer,Rachel Elkind
14257,composer,Rachel Portman
14258,composer,Radio Sloan
14259,composer,Raghav Sachar
14260,composer,Ralph Burns
14261,composer,Ralph Carmichael
14262,composer,Ralph Rainger
14263,composer,Ralph Sall
14264,composer,Ram Sampath
14265,composer,Ramachandra Borcar
14266,composer,Ramin Djawadi
14267,composer,Ramsey Lewis
14268,composer,Randy Edelman
14269,composer,Randy Kerber
14270,composer,Randy Miller (composer)
14271,composer,Randy Newman
14272,composer,Raney Shockne
14273,composer,Rauli Somerjoki
14274,composer,Ravi Shankar
14275,composer,Ray Cooper
14276,composer,Ray Heindorf
14277,composer,Raymond Leppard
14278,composer,Red Elvises
14279,composer,Reinhold Heil
14280,composer,Renato Serio
14281,composer,Rex Lawson
14282,composer,Riccardo del Fra
14283,composer,Richard Adler
14284,composer,Richard Band
14285,composer,Richard Baskin
14286,composer,Richard G Mitchell
14287,composer,Richard Gibbs
14288,composer,Richard Hageman
14289,composer,Richard Hartley (composer)
14290,composer,Richard Harvey
14291,composer,Richard Harvey (musician)
14292,composer,Richard Hazard
14293,composer,Richard M. Sherman
14294,composer,Richard Marvin (composer)
14295,composer,'Richard O''Brien'
14296,composer,Richard Peaslee
14297,composer,Richard Robbins (composer)
14298,composer,Richard Rodgers
14299,composer,Richard Rodney Bennett
14300,composer,Richard Stone (composer)
14301,composer,Richard Strauss
14302,composer,Richard Thompson (musician)
14303,composer,Richard Tognetti
14304,composer,Richard Wells (composer)
14305,composer,Richard Yuen
14306,composer,Rick Smith (Underworld)
14307,composer,Rick Springfield
14308,composer,Rick Wakeman
14309,composer,Rick Wentworth
14310,composer,Rick Wilkins (musician)
14311,composer,Rickie Lee Jones
14312,composer,Riders in the Sky (band)
14313,composer,Riz Ortolani
14314,composer,Rob Mounsey
14315,composer,Rob Reiner
14316,composer,Rob Simonsen
14317,composer,Rob Zombie
14318,composer,Robbie Kondor
14319,composer,Robbie Robertson
14320,composer,Robert B. Sherman
14321,composer,Robert Drasnin
14322,composer,Robert Een
14323,composer,Robert Emmett Dolan
14324,composer,Robert Folk
14325,composer,Robert Hurst (musician)
14326,composer,Robert J. Kral
14327,composer,Robert J. Walsh
14328,composer,Robert Kraft (composer)
14329,composer,Robert Kral
14330,composer,Robert Lopez
14331,composer,Robert Mersey
14332,composer,Robert Miller (composer)
14333,composer,Robert O. Ragland
14334,composer,Robert Prince (composer)
14335,composer,Robert Rodriguez
14336,composer,Roberta Flack
14337,composer,Robin Coudert
14338,composer,Robin Guthrie
14339,composer,Robyn Hitchcock
14340,composer,Rock Around the Clock
14341,composer,Rockwilder
14342,composer,Rod McKuen
14343,composer,Rod Temperton
14344,composer,Rodrigo Lopresti
14345,composer,Roger Edens
14346,composer,Roger Eno
14347,composer,Roger Joseph Manning Jr.
14348,composer,Roger Kellaway
14349,composer,Roger Neill
14350,composer,Roger Waters
14351,composer,Rogue Wave (band)
14352,composer,Rolfe Kent
14353,composer,Ron Goodwin
14354,composer,Ron Grainer
14355,composer,Ron Mael
14356,composer,Ron Ramin
14357,composer,Ron Wasserman
14358,composer,Rondo Brothers
14359,composer,Roque Baños
14360,composer,Ross Edwards (composer)
14361,composer,Rostam Batmanglij
14362,composer,Roy Ayers
14363,composer,Roy Budd
14364,composer,Roy Nathanson
14365,composer,Roy Orbison
14366,composer,Roy Webb
14367,composer,Rubén Blades
14368,composer,Rupert Gregson-Williams
14369,composer,Rupert Holmes
14370,composer,Russ Kunkel
14371,composer,Russell Garcia (composer)
14372,composer,Russell Mael
14373,composer,Ruth Barrett (composer)
14374,composer,Ry Cooder
14375,composer,Ryan Adams
14376,composer,Ryan Bingham
14377,composer,Ryan Miller (musician)
14378,composer,Ryan Shore
14379,composer,Ryuichi Sakamoto
14380,composer,S. Craig Zahler
14381,composer,Sacha Galperine
14382,composer,Sakanaction
14383,composer,Salim–Sulaiman
14384,composer,Sally Potter
14385,composer,Sam Cardon
14386,composer,Sam Spiegel (musician)
14387,composer,Sammy Fain
14388,composer,Sammy Timberg
14389,composer,Samuel Pokrass
14390,composer,Samuel Sim
14391,composer,Sandeep Chowta
14392,composer,Sarah Class
14393,composer,Sarah Schachner
14394,composer,Sarah Silverman
14395,composer,Saul Chaplin
14396,composer,Schoolly D
14397,composer,Scott Bomar
14398,composer,Scott Glasgow
14399,composer,Scott Humphrey
14400,composer,Scott Spock
14401,composer,Seamus Egan
14402,composer,Seiichi Yamamoto
14403,composer,Serge Colbert
14404,composer,Sergei Prokofiev
14405,composer,Sergei Rachmaninoff
14406,composer,Sergei Shnurov
14407,composer,Sergio Pizzorno
14408,composer,Sex Pistols
14409,composer,Shane Carruth
14410,composer,Shane Keister
14411,composer,Shankar–Ehsaan–Loy
14412,composer,Shantanu Moitra
14413,composer,Shaun Davey
14414,composer,Sheldon Harnick
14415,composer,Shelly Manne
14416,composer,Sherman Brothers
14417,composer,Sherman Edwards
14418,composer,Shigeru Umebayashi
14419,composer,'Shin''ichirō Ikebe'
14420,composer,Shinji Miyazaki
14421,composer,Shirley Walker
14422,composer,Shiro Sagisu
14423,composer,Shirō Sagisu
14424,composer,Shuki Levy
14425,composer,Sigur Rós
14426,composer,Simon Boswell
14427,composer,Simon Fisher Turner
14428,composer,Simon Fisher-Turner
14429,composer,Simon Franglen
14430,composer,Snuff Garrett
14431,composer,Sol Kaplan
14432,composer,Son Lux
14433,composer,Sondre Lerche
14434,composer,Sonny Rollins
14435,composer,Sonny Terry
14436,composer,Stan Bush
14437,composer,Stanley Clarke
14438,composer,Stanley Myers
14439,composer,Stargate (production team)
14440,composer,Starr Parodi
14441,composer,Startled Insects
14442,composer,Stelvio Cipriani
14443,composer,Stephen Barton
14444,composer,Stephen Bishop (singer)
14445,composer,Stephen Bruton
14446,composer,Stephen Endelman
14447,composer,Stephen Hague
14448,composer,Stephen Hilton
14449,composer,Stephen Oliver (composer)
14450,composer,Stephen Rennicks
14451,composer,Stephen Rucker
14452,composer,Stephen Schwartz (composer)
14453,composer,Stephen Sondheim
14454,composer,Stephen Trask
14455,composer,Stephen W. Parsons
14456,composer,Stephen Warbeck
14457,composer,Stephin Merritt
14458,composer,Stereo Total
14459,composer,Steve Bartek
14460,composer,Steve Brown (composer)
14461,composer,Steve Dorff
14462,composer,Steve Goodman
14463,composer,Steve Horowitz
14464,composer,Steve Jablonsky
14465,composer,Steve Kilbey
14466,composer,Steve Lindsey
14467,composer,Steve Moore (musician)
14468,composer,Steve Porcaro
14469,composer,Steve Roche
14470,composer,Steve Tyrell
14471,composer,Steve Vai
14472,composer,Steven Lutvak
14473,composer,Steven Price (composer)
14474,composer,Steven Soderbergh
14475,composer,Stevie Wonder
14476,composer,Stewart Copeland
14477,composer,Stock music
14478,composer,Stomu Yamashta
14479,composer,Stu Phillips (composer)
14480,composer,Stuart Matthewman
14481,composer,Suzanne Ciani
14482,composer,Sven Gyldmark
14483,composer,Swizz Beatz
14484,composer,Sylvester Levay
14485,composer,Sylvia Fine
14486,composer,T Bone Burnett
14487,composer,Taku Iwasaki
14488,composer,Talking Heads
14489,composer,Tamar-kali
14490,composer,Tan Dun
14491,composer,Tangerine Dream
14492,composer,Taro Iwashiro
14493,composer,Tarsha Vega
14494,composer,Te Vaka
14495,composer,Ted Curson
14496,composer,Teddy Castellucci
14497,composer,Teiji Ito
14498,composer,Tenacious D
14499,composer,Terence Blanchard
14500,composer,Terje Rypdal
14501,composer,Terrence Blanchard
14502,composer,Terry Gilliam
14503,composer,Terry Hunter
14504,composer,Terry Jones
14505,composer,Tetsuya Komuro
14506,composer,The 88
14507,composer,The Band
14508,composer,The Billy Nayer Show
14509,composer,The Bomb Squad
14510,composer,The Chemical Brothers
14511,composer,The Coup
14512,composer,The Dark Knight (soundtrack)
14513,composer,The Doors
14514,composer,The Dust Brothers
14515,composer,The Eagles
14516,composer,The Edge
14517,composer,The Greyboy Allstars
14518,composer,The Instruments
14519,composer,The Leisure Society
14520,composer,The Magnificent Ambersons (film)
14521,composer,The Maytals
14522,composer,The Necks
14523,composer,The Newton Brothers
14524,composer,The Phoenix Foundation
14525,composer,The Pogues
14526,composer,The Polyphonic Spree
14527,composer,The Reverend Horton Heat
14528,composer,The Rolling Stones
14529,composer,The Sandals
14530,composer,The Section Quartet
14531,composer,The Slickers
14532,composer,The Wellspring
14533,composer,The Who
14534,composer,Thenewno2
14535,composer,Theo Green
14536,composer,Theodore Shapiro
14537,composer,Theodore Shapiro (composer)
14538,composer,Thomas Dolby
14539,composer,Thomas Garner
14540,composer,Thomas Newman
14541,composer,Thomas Wander
14542,composer,Thomas Wanker
14543,composer,Thurston Moore
14544,composer,Tim Despic
14545,composer,Tim McIntire
14546,composer,Tim Wynn
14547,composer,Timbaland
14548,composer,Timothy Brock
14549,composer,Tito Larriva
14550,composer,Tobe Hooper
14551,composer,Toby Mac
14552,composer,Tod Dockstader
14553,composer,Todd Boekelheide
14554,composer,Tolga Katas
14555,composer,Tom Bähler
14556,composer,Tom Glazer
14557,composer,Tom Holkenborg
14558,composer,Tom Judson
14559,composer,Tom Keane
14560,composer,Tom Petty and the Heartbreakers
14561,composer,Tom Scott (musician)
14562,composer,Tom Snow
14563,composer,Tom Springfield
14564,composer,Tom Tykwer
14565,composer,Tom Verlaine
14566,composer,Tom Waits
14567,composer,Tomandandy
14568,composer,Tommy Stinson
14569,composer,Tony Banks (musician)
14570,composer,Tony Maxwell
14571,composer,Tony Mottola
14572,composer,Toru Takemitsu
14573,composer,Toshiyuki Honda
14574,composer,Toto (band)
14575,composer,Transcenders
14576,composer,Trent Reznor
14577,composer,Trevor Horn
14578,composer,Trevor Jones (composer)
14579,composer,Trevor Morris (musician)
14580,composer,Trevor Rabin
14581,composer,Tristram Cary
14582,composer,Tsutomu Ōhashi
14583,composer,Tune-Yards
14584,composer,Tuomas Kantelinen
14585,composer,Tupac Shakur
14586,composer,Tyler Bates
14587,composer,Tōru Takemitsu
14588,composer,U2
14589,composer,Uakti (band)
14590,composer,Underworld (band)
14591,composer,Uttam Singh
14592,composer,Van Alexander
14593,composer,Van Cleave
14594,composer,Van Dyke Parks
14595,composer,Van Halen
14596,composer,Vangelis
14597,composer,Vernon Reid
14598,composer,Vic Schoen
14599,composer,Vichaya Vatanasapt
14600,composer,Victor Herbert
14601,composer,Victor Olaiya
14602,composer,Victor Young
14603,composer,Victoria Kelly (New Zealand Composer)
14604,composer,Vince DiCola
14605,composer,Vincent Scotto
14606,composer,Vincent Youmans
14607,composer,Vladimir Cosma
14608,composer,Vladimir Dashkevich
14609,composer,Vladimir Horunzhy
14610,composer,Vladimir Martynov
14611,composer,Vladimir Shainsky
14612,composer,Vusi Mahlasela
14613,composer,Víctor Reyes
14614,composer,W. Franke Harling
14615,composer,W.S. Gilbert
14616,composer,Waddy Wachtel
14617,composer,Wade MacNeil
14618,composer,Wallace Roney
14619,composer,Wally Badarou
14620,composer,Walter Donaldson
14621,composer,Walter Goehr
14622,composer,Walter Jurmann
14623,composer,Walter Murphy
14624,composer,Walter Scharf
14625,composer,Walter Schumann
14626,composer,Wang Chung (band)
14627,composer,Warren Ellis (musician)
14628,composer,Wayne Hawkins
14629,composer,Webster Lewis
14630,composer,Wendy & Lisa
14631,composer,Wendy Carlos
14632,composer,Wendy Melvoin
14633,composer,Werner Janssen
14634,composer,Werner R. Heymann
14635,composer,Werner Richard Heymann
14636,composer,West Dylan Thordson
14637,composer,Wilfred Burns
14638,composer,Wilfred Jackson
14639,composer,Wilfred Josephs
14640,composer,Will Schaefer
14641,composer,Will.i.am
14642,composer,William Alwyn
14643,composer,William Axt
14644,composer,William Kidd (composer)
14645,composer,William Kraft
14646,composer,William Lava
14647,composer,William Loose
14648,composer,William Olvis
14649,composer,William Orbit
14650,composer,William Ross (composer)
14651,composer,William Walton
14652,composer,Willie Hutch
14653,composer,Wim Mertens
14654,composer,Winston Sharples
14655,composer,Wojciech Kilar
14656,composer,Wolfgang Amadeus Mozart
14657,composer,Woodkid
14658,composer,Woody Allen
14659,composer,Wyclef Jean
14660,composer,Yasuhiro Kobayashi
14661,composer,Yasunori Mitsuda
14662,composer,Yello
14663,composer,Yevgeny Krylatov
14664,composer,Yo La Tengo
14665,composer,Yoko Shimomura
14666,composer,Yoshihiro Ike
14667,composer,Yuki Kajiura
14668,composer,Yul Anderson
14669,composer,Yuli Kim
14670,composer,Yuri Bykov
14671,composer,Yuri Chernavskiy
14672,composer,Zbigniew Preisner
14673,composer,Zeuss
14674,composer,Zhao Jiping
14675,composer,Zubin Mehta
14676,composer,Éric Serra
14677,composer,Ólafur Arnalds
14678,composer,İlhan Mimaroğlu
14679,director,"Eric ""Bibo"" Bergeron"
14680,director,'"John Stalberg, Jr."'
14681,director,'"Zucker, Abrahams and Zucker"'
14682,director,AJ Schnack
14683,director,Aaron Blaise
14684,director,Aaron Harvey
14685,director,Aaron Lipstadt
14686,director,Aaron Lubarsky
14687,director,Aaron Moorhead
14688,director,Aaron Norris
14689,director,Aaron Schneider
14690,director,Aaron Sorkin
14691,director,Abe Levitow
14692,director,Abel Ferrara
14693,director,Abhinay Deo
14694,director,Adam Bernstein
14695,director,Adam Curtis
14696,director,Adam Elliot
14697,director,Adam Green (filmmaker)
14698,director,Adam Kassen
14699,director,Adam McKay
14700,director,Adam Rapp
14701,director,Adam Resnick
14702,director,Adam Rifkin
14703,director,Adam Robitel
14704,director,Adam Shankman
14705,director,Adam Simon
14706,director,Adam Wingard
14707,director,Adrian Grünberg
14708,director,Adrian Lyne
14709,director,Adrian Shergold
14710,director,Adrienne Shelly
14711,director,Afonso Poyart
14712,director,Agnieszka Holland
14713,director,Agnès Merlet
14714,director,Aki Kaurismäki
14715,director,Akira Kurosawa
14716,director,Akiva Goldsman
14717,director,Akiva Schaffer
14718,director,Al Brodax
14719,director,Al Pacino
14720,director,Al Reinert
14721,director,Alain Jessua
14722,director,Alan Alda
14723,director,Alan Arkin
14724,director,Alan Barillaro
14725,director,Alan Crosland
14726,director,Alan Cumming
14727,director,Alan J. Pakula
14728,director,Alan Jacobs (filmmaker)
14729,director,Alan Metter
14730,director,Alan Parker
14731,director,Alan Poul
14732,director,Alan Rudolph
14733,director,Alan Smithee
14734,director,Alan Taylor (director)
14735,director,Alan Zaslove
14736,director,Alastair Fothergill
14737,director,Albert Brooks
14738,director,Albert Dupontel
14739,director,Albert Lewin
14740,director,Albert Magnoli
14741,director,Albert Maysles
14742,director,Albert Pyun
14743,director,Albert Serra
14744,director,Alberto De Martino
14745,director,Alejandro Agresti
14746,director,Alejandro Amenábar
14747,director,Alejandro G. Iñárritu
14748,director,Alejandro Gomez Monteverde
14749,director,Alejandro González Iñárritu
14750,director,Alejandro Jodorowsky
14751,director,Alek Keshishian
14752,director,Aleksander Bach
14753,director,Aleksandr Petrov (animator)
14754,director,Alessandro Carloni
14755,director,Alex Cox
14756,director,Alex Garland
14757,director,Alex Gibney
14758,director,Alex Kendrick
14759,director,Alex Kurtzman
14760,director,Alex Proyas
14761,director,Alex Winter
14762,director,Alex Zamm
14763,director,Alexander Hall
14764,director,Alexander Hammid
14765,director,Alexander Korda
14766,director,Alexander Mackendrick
14767,director,Alexander Payne
14768,director,Alexander Tatarsky
14769,director,Alexander Witt
14770,director,Alexandra Pelosi
14771,director,Alexandre Aja
14772,director,Alexandre Espigares
14773,director,Alexandre Rockwell
14774,director,Alfonso Arau
14775,director,Alfonso Cuarón
14776,director,Alfonso Gomez-Rejon
14777,director,Alfred E. Green
14778,director,Alfred Hitchcock
14779,director,Alfred J. Goulding
14780,director,Alice Wu
14781,director,Alison Maclean
14782,director,Allan Arkush
14783,director,Allan Dwan
14784,director,Allan Moyle
14785,director,Allen Coulter
14786,director,Allison Anders
14787,director,Alonso Ruizpalacios
14788,director,Amir Bar-Lev
14789,director,Amos Kollek
14790,director,Amy Heckerling
14791,director,Amy Holden Jones
14792,director,Amy J. Berg
14793,director,Ana Kokkinos
14794,director,Ana Lily Amirpour
14795,director,Anand Tucker
14796,director,Anatole Litvak
14797,director,Anders Thomas Jensen
14798,director,Anders Walter
14799,director,Andre DeToth
14800,director,Andrei Konchalovsky
14801,director,Andrei Tarkovsky
14802,director,Andrew Adamson
14803,director,Andrew Bergman
14804,director,Andrew Birkin
14805,director,Andrew Currie (director)
14806,director,Andrew Davis (director)
14807,director,Andrew Davis (filmmaker)
14808,director,Andrew Dominik
14809,director,Andrew Fleming
14810,director,Andrew J. Cohen
14811,director,Andrew Jarecki
14812,director,Andrew Lau
14813,director,Andrew Marton
14814,director,Andrew Neel
14815,director,Andrew Niccol
14816,director,Andrew R. Jones
14817,director,Andrew Scheinman
14818,director,Andrew Solt
14819,director,Andrew Stanton
14820,director,Andrew V. McLaglen
14821,director,Andrey Zvyagintsev
14822,director,Andrzej Bartkowiak
14823,director,Andrzej Sekuła
14824,director,Andy Bichlbaum
14825,director,Andy Cadiff
14826,director,Andy Fickman
14827,director,Andy Knight
14828,director,Andy Muschietti
14829,director,Andy Sidaris
14830,director,Andy Tennant
14831,director,Andy Wilson (director)
14832,director,Ang Lee
14833,director,Angela Robinson (filmmaker)
14834,director,Angelina Jolie
14835,director,Angus MacLane
14836,director,Angus Sampson
14837,director,Anjelica Huston
14838,director,Anna Boden and Ryan Fleck
14839,director,Anna Foerster
14840,director,Annabel Jankel
14841,director,Anne Fletcher
14842,director,Anne Heche
14843,director,Anne Wheeler
14844,director,Anthony Asquith
14845,director,Anthony C. Ferrante
14846,director,Anthony DiBlasi
14847,director,Anthony Drazan
14848,director,Anthony Harvey
14849,director,Anthony Hemingway
14850,director,Anthony Hickox
14851,director,Anthony Mann
14852,director,Anthony Minghella
14853,director,Anthony Page
14854,director,Anthony Perkins
14855,director,Anthony Waller
14856,director,Antoine Fuqua
14857,director,Anton Corbijn
14858,director,Anton Leader
14859,director,Antonia Bird
14860,director,Antonio Banderas
14861,director,Ari Sandel
14862,director,Arie Posin
14863,director,Ariel Kleiman
14864,director,Ariel Schulman
14865,director,Ariel Vromen
14866,director,Arlene Sanford
14867,director,Armando Iannucci
14868,director,Arna Selznick
14869,director,Arne Glimcher
14870,director,Arnold Schwarzenegger
14871,director,Art Linson
14872,director,Art Stevens
14873,director,Arthur Hiller
14874,director,Arthur Lubin
14875,director,Arthur Penn
14876,director,Arthur Rankin Jr.
14877,director,Ash Brannon
14878,director,Ashwni Dhir
14879,director,Asif Kapadia
14880,director,Astron-6
14881,director,Ate de Jong
14882,director,Atom Egoyan
14883,director,Atsuko Ishizuka
14884,director,Audrey Wells
14885,director,Austin Stark
14886,director,Ava DuVernay
14887,director,Azazel Jacobs
14888,director,Babak Najafi
14889,director,Bakhtyar Khudojnazarov
14890,director,Baltasar Kormákur
14891,director,Banksy
14892,director,Barbara Kopple
14893,director,Barbara Peeters
14894,director,Barbet Schroeder
14895,director,Barbra Streisand
14896,director,Barnaby Thompson
14897,director,Barry Cook
14898,director,Barry Levinson
14899,director,Barry Sonnenfeld
14900,director,Barry W. Blaustein
14901,director,Bart Freundlich
14902,director,Bart Layton
14903,director,Baz Luhrmann
14904,director,Beeban Kidron
14905,director,Ben Affleck
14906,director,Ben Elton
14907,director,Ben Falcone
14908,director,Ben Hardaway
14909,director,Ben Hopkins
14910,director,Ben Palmer
14911,director,Ben Sharpsteen
14912,director,Ben Stiller
14913,director,Ben Wheatley
14914,director,Ben Younger
14915,director,Benh Zeitlin
14916,director,Benjamin Ross
14917,director,Bennett Miller
14918,director,Benny Chan (film director)
14919,director,Bernard L. Kowalski
14920,director,Bernard Rose (director)
14921,director,Bernardo Bertolucci
14922,director,Bernhard Wicki
14923,director,Bert I. Gordon
14924,director,Bertrand Tavernier
14925,director,Bess Kargman
14926,director,Betty Thomas
14927,director,Bharat Nalluri
14928,director,Bibo Bergeron
14929,director,Bill Condon
14930,director,Bill Couturié
14931,director,Bill Duke
14932,director,Bill Eagles
14933,director,Bill Fishman (director)
14934,director,Bill Forsyth
14935,director,Bill L. Norton
14936,director,Bill Melendez
14937,director,Bill Murray
14938,director,Bill Paxton
14939,director,Bill Plympton
14940,director,Bill Pohlad
14941,director,Bill Rebane
14942,director,Bill Siegel
14943,director,Bille August
14944,director,Bille Woodruff
14945,director,Billy Bob Thornton
14946,director,Billy Corben
14947,director,Billy Crystal
14948,director,Billy Ray (screenwriter)
14949,director,Billy Wilder
14950,director,Blake Edwards
14951,director,Bo Welch
14952,director,Boaz Yakin
14953,director,Bob Balaban
14954,director,Bob Clampett
14955,director,Bob Clark
14956,director,Bob Dolman
14957,director,Bob Fosse
14958,director,Bob Gale
14959,director,Bob Giraldi
14960,director,Bob Guccione
14961,director,Bob Logan (film director)
14962,director,Bob Odenkirk
14963,director,Bob Rafelson
14964,director,Bob Saget
14965,director,Bob Spiers
14966,director,Bob Swaim
14967,director,Bobby Farrelly
14968,director,Bobcat Goldthwait
14969,director,Bong Joon-ho
14970,director,Bonnie Hunt
14971,director,Boots Riley
14972,director,Boris Sagal
14973,director,Brad Anderson (director)
14974,director,Brad Bird
14975,director,Brad Copeland
14976,director,Brad Furman
14977,director,Brad McGann
14978,director,Brad Peyton
14979,director,Brad Silberling
14980,director,Brad Turner (director)
14981,director,Bradley D. King
14982,director,Bradley Raymond
14983,director,Brandon Trost
14984,director,Brandon Vietti
14985,director,Breck Eisner
14986,director,Brenda Chapman
14987,director,Brent Maddock
14988,director,Brenton Spencer
14989,director,Brett Haley
14990,director,Brett Harvey (Canadian director)
14991,director,Brett Leonard
14992,director,Brett Morgen
14993,director,Brett Ratner
14994,director,Brett Simon
14995,director,Brian Dannelly
14996,director,Brian De Palma
14997,director,Brian Fee
14998,director,Brian G. Hutton
14999,director,Brian Gibson (director)
15000,director,Brian Gilbert (director)
15001,director,Brian Helgeland
15002,director,Brian Henson
15003,director,Brian Koppelman
15004,director,Brian Levant
15005,director,Brian Percival
15006,director,Brian Robbins
15007,director,Brian Trenchard-Smith
