movieIDd,movie_name
3029,Nighthawks (1981)
3030,Yojimbo (1961)
3031,Repossessed (1990)
3032,"Omega Man, The (1971)"
3033,Spaceballs (1987)
3034,Robin Hood (1973)
3035,Mister Roberts (1955)
3037,Little Big Man (1970)
3038,"Face in the Crowd, A (1957)"
3039,Trading Places (1983)
3040,Meatballs (1979)
3041,Meatballs Part II (1984)
3043,Meatballs 4 (1992)
3044,Dead Again (1991)
3045,Peter's Friends (1992)
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)"
3048,Under the Rainbow (1981)
3052,Dogma (1999)
3053,"Messenger The Story of Joan of Arc, The (1999)"
3054,Pokémon The First Movie (1998)
3055,Felicia's Journey (1999)
3056,Oxygen (1999)
3060,"Commitments, The (1991)"
3061,Holiday Inn (1942)
3063,Poison Ivy (1992)
3066,Tora! Tora! Tora! (1970)
3068,"Verdict, The (1982)"
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
3071,Stand and Deliver (1988)
3073,"Sandpiper, The (1965)"
3074,Jeremiah Johnson (1972)
3075,Repulsion (1965)
3078,Liberty Heights (1999)
3079,Mansfield Park (1999)
3081,Sleepy Hollow (1999)
3082,"World Is Not Enough, The (1999)"
3086,Babes in Toyland (1934)
3087,Scrooged (1988)
3088,Harvey (1950)
3091,Kagemusha (1980)
3093,McCabe & Mrs. Miller (1971)
3095,"Grapes of Wrath, The (1940)"
3096,My Man Godfrey (1957)
3097,"Shop Around the Corner, The (1940)"
3098,"Natural, The (1984)"
3099,Shampoo (1975)
3100,"River Runs Through It, A (1992)"
3101,Fatal Attraction (1987)
3102,Jagged Edge (1985)
3104,Midnight Run (1988)
3105,Awakenings (1990)
3106,Come See the Paradise (1990)
3107,Backdraft (1991)
3108,"Fisher King, The (1991)"
3109,"River, The (1984)"
3111,Places in the Heart (1984)
3113,End of Days (1999)
3114,Toy Story 2 (1999)
3115,Flawless (1999)
3117,Ride with the Devil (1999)
3120,"Distinguished Gentleman, The (1992)"
3129,Sweet and Lowdown (1999)
3135,"Great Santini, The (1979)"
3138,Stealing Home (1988)
3141,"Two Jakes, The (1990)"
3143,Hell in the Pacific (1968)
3145,Cradle Will Rock (1999)
3146,Deuce Bigalow Male Gigolo (1999)
3147,"Green Mile, The (1999)"
3148,"Cider House Rules, The (1999)"
3150,"War Zone, The (1999)"
3152,"Last Picture Show, The (1971)"
3153,"7th Voyage of Sinbad, The (1958)"
3155,Anna and the King (1999)
3156,Bicentennial Man (1999)
3157,Stuart Little (1999)
3159,Fantasia 2000 (1999)
3163,Topsy-Turvy (1999)
3167,Carnal Knowledge (1971)
3168,Easy Rider (1969)
3171,Room at the Top (1959)
3174,Man on the Moon (1999)
3175,Galaxy Quest (1999)
3176,"Talented Mr. Ripley, The (1999)"
3177,Next Friday (2000)
3178,"Hurricane, The (1999)"
3179,Angela's Ashes (1999)
3181,Titus (1999)
3183,"Third Miracle, The (1999)"
3185,Snow Falling on Cedars (1999)
3189,My Dog Skip (1999)
3190,Supernova (2000)
3194,"Way We Were, The (1973)"
3196,Stalag 17 (1953)
3197,"Presidio, The (1988)"
3198,Papillon (1973)
3200,"Last Detail, The (1973)"
3201,Five Easy Pieces (1970)
3203,Dead Calm (1989)
3204,"Boys from Brazil, The (1978)"
3206,Against All Odds (1984)
3210,Fast Times at Ridgemont High (1982)
3213,Batman Mask of the Phantasm (1993)
3214,American Flyers (1985)
3217,"Star Is Born, A (1937)"
3219,Pacific Heights (1990)
3221,"Draughtsman's Contract, The (1982)"
3223,"Zed & Two Noughts, A (1985)"
3225,Down to You (2000)
3230,"Odessa File, The (1974)"
3235,Where the Buffalo Roam (1980)
3238,Eye of the Beholder (1999)
3240,"Big Tease, The (1999)"
3243,Encino Man (1992)
3244,"Goodbye Girl, The (1977)"
3246,Malcolm X (1992)
3247,Sister Act (1992)
3248,Sister Act 2 Back in the Habit (1993)
3250,Alive (1993)
3251,Agnes of God (1985)
3252,Scent of a Woman (1992)
3253,Wayne's World (1992)
3254,Wayne's World 2 (1993)
3255,"League of Their Own, A (1992)"
3256,Patriot Games (1992)
3257,"Bodyguard, The (1992)"
3260,Howards End (1992)
3261,Singles (1992)
3263,White Men Can't Jump (1992)
3264,Buffy the Vampire Slayer (1992)
3268,Stop! Or My Mom Will Shoot (1992)
3269,Forever Young (1992)
3270,"Cutting Edge, The (1992)"
3271,Of Mice and Men (1992)
3272,Bad Lieutenant (1992)
3273,Scream 3 (2000)
3274,Single White Female (1992)
3275,"Boondock Saints, The (2000)"
3276,Gun Shy (2000)
3280,"Baby, The (1973)"
3284,They Might Be Giants (1971)
3285,"Beach, The (2000)"
3287,"Tigger Movie, The (2000)"
3294,Eaten Alive (1977)
3298,Boiler Room (2000)
3299,Hanging Up (2000)
3300,Pitch Black (2000)
3301,"Whole Nine Yards, The (2000)"
3302,Beautiful People (1999)
3306,"Circus, The (1928)"
3307,City Lights (1931)
3308,"Flamingo Kid, The (1984)"
3315,Happy Go Lovely (1951)
3316,Reindeer Games (2000)
3324,Drowning Mona (2000)
3325,"Next Best Thing, The (2000)"
3328,Ghost Dog The Way of the Samurai (1999)
3329,The Year My Voice Broke (1987)
3330,Splendor in the Grass (1961)
3334,Key Largo (1948)
3338,For All Mankind (1989)
3341,Born Yesterday (1950)
3342,Birdy (1984)
3344,Blood Feast (1963)
3347,Never Cry Wolf (1983)
3354,Mission to Mars (2000)
3355,"Ninth Gate, The (1999)"
3358,Defending Your Life (1991)
3359,Breaking Away (1979)
3361,Bull Durham (1988)
3362,Dog Day Afternoon (1975)
3364,"Asphalt Jungle, The (1950)"
3365,"Searchers, The (1956)"
3368,"Big Country, The (1958)"
3370,Betrayed (1988)
3372,"Bridge at Remagen, The (1969)"
3374,Daughters of the Dust (1991)
3379,On the Beach (1959)
3384,"Taking of Pelham One Two Three, The (1974)"
3385,Volunteers (1985)
3386,JFK (1991)
3388,Harry and the Hendersons (1987)
3389,Let's Get Harry (1986)
3390,Shanghai Surprise (1986)
3392,She-Devil (1989)
3393,Date with an Angel (1987)
3394,Blind Date (1987)
3395,Nadine (1987)
3396,"Muppet Movie, The (1979)"
3397,"Great Muppet Caper, The (1981)"
3398,"Muppets Take Manhattan, The (1984)"
3400,We're Back! A Dinosaur's Story (1993)
3402,Turtle Diary (1985)
3403,Raise the Titanic (1980)
3404,Titanic (1953)
3408,Erin Brockovich (2000)
3409,Final Destination (2000)
3410,Soft Fruit (1999)
3414,Love Is a Many-Splendored Thing (1955)
3417,"Crimson Pirate, The (1952)"
3418,Thelma & Louise (1991)
3420,...And Justice for All (1979)
3421,Animal House (1978)
3422,She's Gotta Have It (1986)
3423,School Daze (1988)
3424,Do the Right Thing (1989)
3425,Mo' Better Blues (1990)
3426,Jungle Fever (1991)
3428,"Champ, The (1979)"
3430,Death Wish (1974)
3432,Death Wish 3 (1985)
3433,Death Wish 4 The Crackdown (1987)
3435,Double Indemnity (1944)
3436,Dying Young (1991)
3438,Teenage Mutant Ninja Turtles (1990)
3439,Teenage Mutant Ninja Turtles II The Secret of the Ooze (1991)
3441,Red Dawn (1984)
3442,Band of the Hand (1986)
3444,Bloodsport (1988)
3445,Eyes of Laura Mars (1978)
3446,Funny Bones (1995)
3447,"Good Earth, The (1937)"
3449,"Good Mother, The (1988)"
3450,Grumpy Old Men (1993)
3451,Guess Who's Coming to Dinner (1967)
3452,Romeo Must Die (2000)
3453,Here on Earth (2000)
3454,Whatever It Takes (2000)
3455,Buddy Boy (1999)
3459,Gothic (1986)
3461,Lord of the Flies (1963)
3462,Modern Times (1936)
3467,Hud (1963)
3469,Inherit the Wind (1960)
3470,Dersu Uzala (1975)
3471,Close Encounters of the Third Kind (1977)
3474,Retroactive (1997)
3475,"Place in the Sun, A (1951)"
3476,Jacob's Ladder (1990)
3479,Ladyhawke (1985)
3481,High Fidelity (2000)
3483,"Road to El Dorado, The (2000)"
3489,Hook (1991)
3492,"Son of the Sheik, The (1926)"
3494,True Grit (1969)
3497,Max Dugan Returns (1983)
3498,Midnight Express (1978)
3499,Misery (1990)
3500,Mr. Saturday Night (1992)
3501,Murphy's Romance (1985)
3502,My Life (1993)
3504,Network (1976)
3505,No Way Out (1987)
3506,North Dallas Forty (1979)
3507,"Odd Couple, The (1968)"
3510,Frequency (2000)
3512,Return to Me (2000)
3513,Rules of Engagement (2000)
3514,Joe Gould's Secret (2000)
3515,Me Myself I (2000)
3519,Force 10 from Navarone (1978)
3521,Mystery Train (1989)
3524,Arthur (1981)
3525,Bachelor Party (1984)
3527,Predator (1987)
3528,"Prince of Tides, The (1991)"
3529,"Postman Always Rings Twice, The (1981)"
3534,28 Days (2000)
3535,American Psycho (2000)
3536,Keeping the Faith (2000)
3537,Where the Money Is (2000)
3543,Diner (1982)
3544,Shakes the Clown (1992)
3545,Cabaret (1972)
3548,Auntie Mame (1958)
3549,Guys and Dolls (1955)
3550,The Hunger (1983)
3551,Marathon Man (1976)
3552,Caddyshack (1980)
3555,U-571 (2000)
3556,"Virgin Suicides, The (1999)"
3557,Jennifer 8 (1992)
3559,Limelight (1952)
3563,"Crow Salvation, The (2000)"
3564,"Flintstones in Viva Rock Vegas, The (2000)"
3566,"Big Kahuna, The (2000)"
3567,Bossa Nova (2000)
3572,Carnosaur (1993)
3573,Carnosaur 2 (1995)
3574,Carnosaur 3 Primal Species (1996)
3577,Two Moon Junction (1988)
3578,Gladiator (2000)
3580,Up at the Villa (2000)
3581,Human Traffic (1999)
3584,Breathless (1983)
3586,The Idolmaker (1980)
3587,Inferno (1980)
3590,"Lords of Flatbush, The (1974)"
3591,Mr. Mom (1983)
3593,Battlefield Earth (2000)
3594,Center Stage (2000)
3597,Whipped (2000)
3598,Hamlet (2000)
3599,Anchors Aweigh (1945)
3604,Gypsy (1962)
3606,On the Town (1949)
3608,Pee-wee's Big Adventure (1985)
3609,Regret to Inform (1998)
3614,Honeymoon in Vegas (1992)
3615,Dinosaur (2000)
3618,Small Time Crooks (2000)
3619,"Hollywood Knights, The (1980)"
3622,"Twelve Chairs, The (1970)"
3624,Shanghai Noon (2000)
3627,Carnival of Souls (1962)
3628,Flying Tigers (1942)
3629,"Gold Rush, The (1925)"
3632,Monsieur Verdoux (1947)
3633,On Her Majesty's Secret Service (1969)
3634,Seven Days in May (1964)
3635,"Spy Who Loved Me, The (1977)"
3638,Moonraker (1979)
3639,"Man with the Golden Gun, The (1974)"
3640,"King in New York, A (1957)"
3641,"Woman of Paris, A (1923)"
3643,"Fighting Seabees, The (1944)"
3646,Big Momma's House (2000)
3649,American Gigolo (1980)
3653,"Endless Summer, The (1966)"
3654,"Guns of Navarone, The (1961)"
3658,Quatermass and the Pit (1967)
3661,Puppet Master II (1991)
3668,Romeo and Juliet (1968)
3671,Blazing Saddles (1974)
3672,Benji (1974)
3673,Benji the Hunted (1987)
3674,For the Love of Benji (1977)
3675,White Christmas (1954)
3676,Eraserhead (1977)
3677,Baraka (1992)
3678,"Man with the Golden Arm, The (1955)"
3679,"Decline of Western Civilization, The (1981)"
3680,"Decline of Western Civilization Part II The Metal Years, The (1988)"
3682,Magnum Force (1973)
3683,Blood Simple (1984)
3684,"Fabulous Baker Boys, The (1989)"
3685,Prizzi's Honor (1985)
3686,Flatliners (1990)
3688,Porky's (1982)
3689,Porky's II The Next Day (1983)
3691,Private School (1983)
3692,Class of Nuke 'Em High (1986)
3694,"Toxic Avenger, Part II, The (1989)"
3695,"Toxic Avenger Part III The Last Temptation of Toxie, The (1989)"
3696,Night of the Creeps (1986)
3697,Predator 2 (1990)
3698,"Running Man, The (1987)"
3699,Starman (1984)
3700,"Brother from Another Planet, The (1984)"
3702,Mad Max (1979)
3704,Mad Max Beyond Thunderdome (1985)
3705,Bird on a Wire (1990)
3706,Angel Heart (1987)
3709,Sleepwalkers (1992)
3710,Action Jackson (1988)
3712,Soapdish (1991)
3713,"Long Walk Home, The (1990)"
3716,Fatal Beauty (1987)
3717,Gone in 60 Seconds (2000)
3720,Sunshine (1999)
3723,Hamlet (1990)
3724,Coming Home (1978)
3725,American Pop (1981)
3726,Assault on Precinct 13 (1976)
3727,Near Dark (1987)
3728,One False Move (1992)
3729,Shaft (1971)
3730,"Conversation, The (1974)"
3731,Cutter's Way (1981)
3732,"Fury, The (1978)"
3733,"Paper Chase, The (1973)"
3735,Serpico (1973)
3737,Lonely Are the Brave (1962)
3738,"Sugarland Express, The (1974)"
3739,Trouble in Paradise (1932)
3740,Big Trouble in Little China (1986)
3741,Badlands (1973)
3743,Boys and Girls (2000)
3744,Shaft (2000)
3745,Titan A.E. (2000)
3747,Jesus' Son (1999)
3751,Chicken Run (2000)
3753,"Patriot, The (2000)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)"
3755,"Perfect Storm, The (2000)"
3756,"Golden Bowl, The (2000)"
3760,"Kentucky Fried Movie, The (1977)"
3761,"Blood In, Blood Out (1993)"
3763,FX (1986)
3765,"Hot Spot, The (1990)"
3766,Missing in Action (1984)
3767,Missing in Action 2 The Beginning (1985)
3768,Braddock Missing in Action III (1988)
3770,Dreamscape (1984)
3773,House Party (1990)
3783,Croupier (1998)
3785,Scary Movie (2000)
3786,But I'm a Cheerleader (1999)
3789,"Pawnbroker, The (1964)"
3790,Groove (2000)
3791,Footloose (1984)
3792,Duel in the Sun (1946)
3793,X-Men (2000)
3794,Chuck & Buck (2000)
3795,"Five Senses, The (1999)"
3797,"In Crowd, The (2000)"
3798,What Lies Beneath (2000)
3801,Anatomy of a Murder (1959)
3802,Freejack (1992)
3806,Mackenna's Gold (1969)
3807,Sinbad and the Eye of the Tiger (1977)
3810,White Sands (1992)
3813,Interiors (1978)
3814,Love and Death (1975)
3819,Tampopo (1985)
3821,Nutty Professor II The Klumps (2000)
3823,Wonderland (1999)
3824,Autumn in New York (2000)
3825,Coyote Ugly (2000)
3826,Hollow Man (2000)
3827,Space Cowboys (2000)
3830,Psycho Beach Party (2000)
3831,Saving Grace (2000)
3833,"Brain That Wouldn't Die, The (1962)"
3834,Bronco Billy (1980)
3835,"Crush, The (1993)"
3836,Kelly's Heroes (1970)
3837,Phantasm II (1988)
3838,Phantasm III Lord of the Dead (1994)
3841,Air America (1990)
3843,Sleepaway Camp (1983)
3846,Easy Money (1983)
3852,"Tao of Steve, The (2000)"
3857,Bless the Child (2000)
3859,"Eyes of Tammy Faye, The (2000)"
3861,"Replacements, The (2000)"
3868,"Naked Gun From the Files of Police Squad!, The (1988)"
3871,Shane (1953)
3873,Cat Ballou (1965)
3879,"Art of War, The (2000)"
3882,Bring It On (2000)
3893,Nurse Betty (2000)
3895,"Watcher, The (2000)"
3896,"Way of the Gun, The (2000)"
3897,Almost Famous (2000)
3898,Bait (2000)
3900,Crime and Punishment in Suburbia (2000)
3901,Duets (2000)
3906,Under Suspicion (2000)
3908,Urban Legends Final Cut (2000)
3910,Dancer in the Dark (2000)
3911,Best in Show (2000)
3912,Beautiful (2000)
3914,"Broken Hearts Club, The (2000)"
3915,Girlfight (2000)
3916,Remember the Titans (2000)
3917,Hellraiser (1987)
3919,Hellraiser III Hell on Earth (1992)
3922,Bikini Beach (1964)
3925,Stranger Than Paradise (1984)
3926,Voyage to the Bottom of the Sea (1961)
3927,Fantastic Voyage (1966)
3928,Abbott and Costello Meet Frankenstein (1948)
3929,"Bank Dick, The (1940)"
3932,"Invisible Man, The (1933)"
3933,"Killer Shrews, The (1959)"
3938,"Slumber Party Massacre, The (1982)"
3939,Slumber Party Massacre II (1987)
3940,Slumber Party Massacre III (1990)
3942,Sorority House Massacre II (1990)
3943,Bamboozled (2000)
3946,Get Carter (2000)
3947,Get Carter (1971)
3948,Meet the Parents (2000)
3949,Requiem for a Dream (2000)
3950,Tigerland (2000)
3951,Two Family House (2000)
3952,"Contender, The (2000)"
3955,"Ladies Man, The (2000)"
3957,Billy Jack (1971)
3959,"Time Machine, The (1960)"
3963,"Unsinkable Molly Brown, The (1964)"
3964,"Adventures of Ichabod and Mr. Toad, The (1949)"
3965,"Strange Love of Martha Ivers, The (1946)"
3966,Detour (1945)
3967,Billy Elliot (2000)
3968,Bedazzled (2000)
3969,Pay It Forward (2000)
3973,Book of Shadows Blair Witch 2 (2000)
3974,"Little Vampire, The (2000)"
3977,Charlie's Angels (2000)
3978,"Legend of Bagger Vance, The (2000)"
3979,Little Nicky (2000)
3980,Men of Honor (2000)
3981,Red Planet (2000)
3983,You Can Count on Me (2000)
3984,Diamonds Are Forever (1971)
3985,"Eagle Has Landed, The (1976)"
3986,"6th Day, The (2000)"
3987,Bounce (2000)
3989,One Day in September (1999)
3990,Rugrats in Paris The Movie (2000)
3992,Malèna (2000)
3993,Quills (2000)
3994,Unbreakable (2000)
3997,Dungeons & Dragons (2000)
3998,Proof of Life (2000)
3999,Vertical Limit (2000)
4000,"Bounty, The (1984)"
4003,She's Having a Baby (1988)
4005,"Living Daylights, The (1987)"
4007,Wall Street (1987)
4008,Born on the Fourth of July (1989)
4009,Talk Radio (1988)
4010,Brewster's Millions (1985)
4012,Punchline (1988)
4014,Chocolat (2000)
4016,"Emperor's New Groove, The (2000)"
4017,Pollock (2000)
4018,What Women Want (2000)
4019,Finding Forrester (2000)
4020,"Gift, The (2000)"
4021,Before Night Falls (2000)
4022,Cast Away (2000)
4023,"Family Man, The (2000)"
4024,"House of Mirth, The (2000)"
4025,Miss Congeniality (2000)
4029,State and Main (2000)
4030,Dracula 2000 (2000)
4031,All the Pretty Horses (2000)
4032,"Everlasting Piece, An (2000)"
4033,Thirteen Days (2000)
4034,Traffic (2000)
4035,"Claim, The (2000)"
4036,Shadow of the Vampire (2000)
4037,House of Games (1987)
4039,Annie (1982)
4040,Don't Tell Mom the Babysitter's Dead (1991)
4041,"Officer and a Gentleman, An (1982)"
4042,"Alamo, The (1960)"
4043,At Close Range (1986)
4046,Friendly Persuasion (1956)
4047,Gettysburg (1993)
4052,Antitrust (2001)
4054,Save the Last Dance (2001)
4055,Panic (2000)
4062,Mystic Pizza (1988)
4063,Prelude to a Kiss (1992)
4065,Foxy Brown (1974)
4067,Untamed Heart (1993)
4068,Sugar & Spice (2001)
4069,"Wedding Planner, The (2001)"
4078,Amazing Grace and Chuck (1987)
4079,Amazon Women on the Moon (1987)
4080,Baby Boom (1987)
4081,Back to the Beach (1987)
4082,Barfly (1987)
4083,Best Seller (1987)
4084,Beverly Hills Cop II (1987)
4085,Beverly Hills Cop (1984)
4086,"Big Easy, The (1987)"
4089,Born in East L.A. (1987)
4090,"Brave Little Toaster, The (1987)"
4091,Can't Buy Me Love (1987)
4093,Cop (1988)
4102,Eddie Murphy Raw (1987)
4103,Empire of the Sun (1987)
4104,Ernest Goes to Camp (1987)
4105,"Evil Dead, The (1981)"
4110,"Fourth Protocol, The (1987)"
4111,Gardens of Stone (1987)
4113,"Glass Menagerie, The (1987)"
4115,Hiding Out (1987)
4116,Hollywood Shuffle (1987)
4117,Hope and Glory (1987)
4121,Innerspace (1987)
4123,Ishtar (1987)
4124,Jaws The Revenge (1987)
4125,Leonard Part 6 (1987)
4127,"Like Father, Like Son (1987)"
4128,"Lost Boys, The (1987)"
4129,Made in Heaven (1987)
4132,Mannequin (1987)
4135,"Monster Squad, The (1987)"
4138,My Demon Lover (1987)
4139,No Man's Land (1987)
4142,Left Behind The Movie (2000)
4143,Valentine (2001)
4146,"Million Dollar Hotel, The (2001)"
4148,Hannibal (2001)
4154,Recess School's Out (2001)
4155,Sweet November (2001)
4157,"Price of Milk, The (2000)"
4158,Monkeybone (2001)
4159,3000 Miles to Graceland (2001)
4161,"Mexican, The (2001)"
4164,"Caveman's Valentine, The (2001)"
4166,Series 7 The Contenders (2001)
4167,15 Minutes (2001)
4168,Get Over It (2001)
4174,Avalon (1990)
4175,Gray's Anatomy (1996)
4178,Of Mice and Men (1939)
4180,Reform School Girls (1986)
4181,Tapeheads (1988)
4184,"Bishop's Wife, The (1947)"
4187,Lilies of the Field (1963)
4189,"Greatest Story Ever Told, The (1965)"
4190,Elmer Gantry (1960)
4191,Alfie (1966)
4193,"Fantasticks, The (1995)"
4194,I Know Where I'm Going! (1945)
4195,"Abominable Dr. Phibes, The (1971)"
4197,Real Life (1979)
4198,Battle Beyond the Stars (1980)
4200,Double Impact (1991)
4202,Fuzz (1972)
4203,Harley Davidson and the Marlboro Man (1991)
4205,Mermaids (1990)
4210,Manhunter (1986)
4211,Reversal of Fortune (1990)
4212,Death on the Nile (1978)
4214,Revenge of the Nerds (1984)
4217,4 Little Girls (1997)
4218,River's Edge (1986)
4219,Girls Just Want to Have Fun (1985)
4220,"Longest Yard, The (1974)"
4221,Necessary Roughness (1991)
4223,Enemy at the Gates (2001)
4224,Exit Wounds (2001)
4225,"Dish, The (2001)"
4226,Memento (2000)
4228,Heartbreakers (2001)
4232,Spy Kids (2001)
4233,Tomcats (2001)
4234,"Tailor of Panama, The (2001)"
4238,Along Came a Spider (2001)
4239,Blow (2001)
4241,Pokémon 3 The Movie (2001)
4243,Brigham City (2001)
4246,Bridget Jones's Diary (2001)
4247,Joe Dirt (2001)
4248,Josie and the Pussycats (2001)
4251,Chopper (2000)
4255,Freddy Got Fingered (2001)
4256,"Center of the World, The (2001)"
4260,"Visit, The (2000)"
4262,Scarface (1983)
4263,Days of Wine and Roses (1962)
4265,Driven (2001)
4267,One Night at McCool's (2001)
4268,Town & Country (2001)
4270,"Mummy Returns, The (2001)"
4275,Krull (1983)
4276,Lost in America (1985)
4280,"World According to Garp, The (1982)"
4282,Fellini Satyricon (1969)
4285,Frankie and Johnny (1991)
4290,For the Boys (1991)
4292,Norma Rae (1979)
4293,Summer Rental (1985)
4296,Love Story (1970)
4299,"Knight's Tale, A (2001)"
4300,Bread and Roses (2000)
4304,Startup.com (2001)
4305,Angel Eyes (2001)
4306,Shrek (2001)
4307,"Fast Food, Fast Women (2000)"
4310,Pearl Harbor (2001)
4316,Ice Castles (1978)
4321,City Slickers (1991)
4322,Eight Men Out (1988)
4323,"Horse Soldiers, The (1959)"
4326,Mississippi Burning (1988)
4327,"Magnificent Seven, The (1960)"
4329,Rio Bravo (1959)
4333,Throw Momma from the Train (1987)
4334,Yi Yi (2000)
4337,"Sand Pebbles, The (1966)"
4338,Twelve O'Clock High (1949)
4339,Von Ryan's Express (1965)
4340,"Animal, The (2001)"
4342,Big Eden (2000)
4343,Evolution (2001)
4344,Swordfish (2001)
4345,"Anniversary Party, The (2001)"
4349,Catch-22 (1970)
4350,Forgotten Silver (1996)
4351,Point Break (1991)
4353,Uncommon Valor (1983)
4354,Unlawful Entry (1992)
4355,Youngblood (1986)
4356,Gentlemen Prefer Blondes (1953)
4357,How to Marry a Millionaire (1953)
4359,"Seven Year Itch, The (1955)"
4361,Tootsie (1982)
4367,Lara Croft Tomb Raider (2001)
4368,Dr. Dolittle 2 (2001)
4369,"Fast and the Furious, The (2001)"
4370,A.I. Artificial Intelligence (2001)
4371,Baby Boy (2001)
4372,CrazyBeautiful (2001)
4373,Pootie Tang (2001)
4384,Lumumba (2000)
4386,Cats & Dogs (2001)
4387,Kiss of the Dragon (2001)
4388,Scary Movie 2 (2001)
4389,Lost and Delirious (2001)
4392,Alice (1990)
4393,Another Woman (1988)
4394,Beach Blanket Bingo (1965)
4396,"Cannonball Run, The (1981)"
4397,Cannonball Run II (1984)
4402,Dr. Goldfoot and the Bikini Machine (1965)
4406,"Man Who Shot Liberty Valance, The (1962)"
4407,Salvador (1986)
4408,September (1987)
4409,Shadows and Fog (1991)
4410,Something Wild (1986)
4412,"Thing with Two Heads, The (1972)"
4419,All That Heaven Allows (1955)
4420,"Barefoot Contessa, The (1954)"
4426,Kiss Me Deadly (1955)
4427,"Lion in Winter, The (1968)"
4428,"Misfits, The (1961)"
4429,Moby Dick (1956)
4432,Sweet Smell of Success (1957)
4433,Written on the Wind (1956)
4436,Obsession (1976)
4437,Suspiria (1977)
4442,"Last Dragon, The (1985)"
4443,Outland (1981)
4445,T-Rex Back to the Cretaceous (1998)
4446,Final Fantasy The Spirits Within (2001)
4447,Legally Blonde (2001)
4448,"Score, The (2001)"
4449,Adanggaman (2000)
4450,Bully (2001)
4451,Jump Tomorrow (2001)
4452,Made (2001)
4453,Michael Jordan to the Max (2000)
4454,More (1998)
4458,Africa The Serengeti (1994)
4463,1969 (1988)
4465,"Accused, The (1988)"
4466,Above the Law (1988)
4467,"Adventures of Baron Munchausen, The (1988)"
4470,Ariel (1988)
4471,Arthur 2 On the Rocks (1988)
4473,Bat21 (1988)
4474,Beaches (1988)
4476,Big Business (1988)
4478,Biloxi Blues (1988)
4480,"Blob, The (1988)"
4484,Camille Claudel (1988)
4487,Cocktail (1988)
4488,Colors (1988)
4489,Coming to America (1988)
4490,"Couch Trip, The (1988)"
4492,Critters (1986)
4495,Crossing Delancey (1988)
4496,D.O.A. (1988)
4497,Dead Heat (1988)
4499,Dirty Rotten Scoundrels (1988)
4500,Drowning by Numbers (1988)
4502,Ernest Saves Christmas (1988)
4505,For Keeps (1988)
4506,Frantic (1988)
4508,Gorillas in the Mist (1988)
4509,"Great Outdoors, The (1988)"
4511,High Spirits (1988)
4518,The Lair of the White Worm (1988)
4519,"Land Before Time, The (1988)"
4520,License to Drive (1988)
4521,Little Nikita (1988)
4522,Masquerade (1988)
4526,My Stepmother Is an Alien (1988)
4527,"Night in the Life of Jimmy Reardon, A (1988)"
4533,"Return of the Living Dead, The (1985)"
4535,"Man from Snowy River, The (1982)"
4537,Running on Empty (1988)
4541,"Serpent and the Rainbow, The (1988)"
4544,Short Circuit 2 (1988)
4545,Short Circuit (1986)
4553,They Live (1988)
4557,Tucker The Man and His Dream (1988)
4558,Twins (1988)
4562,Without a Clue (1988)
4564,Always (1989)
4565,American Ninja (1985)
4568,Best of the Best (1989)
4571,Bill & Ted's Excellent Adventure (1989)
4573,Blaze (1989)
4574,Blind Fury (1989)
4577,Casualties of War (1989)
4578,Chances Are (1989)
4580,Cyborg (1989)
4581,Dad (1989)
4583,Disorganized Crime (1989)
4585,"Dream Team, The (1989)"
4587,Earth Girls Are Easy (1988)
4589,Eddie and the Cruisers (1983)
4593,Family Business (1989)
4594,Farewell to the King (1989)
4597,Gleaming the Cube (1989)
4599,Great Balls of Fire! (1989)
4602,Harlem Nights (1989)
4603,Her Alibi (1989)
4605,How to Get Ahead in Advertising (1989)
4608,"Innocent Man, An (1989)"
4610,"January Man, The (1989)"
4611,Johnny Handsome (1989)
4613,K-9 (1989)
4614,Kickboxer (1989)
4615,Last Exit to Brooklyn (1989)
4616,Lean on Me (1989)
4619,Little Monsters (1989)
4621,Look Who's Talking (1989)
4622,Loverboy (1989)
4623,Major League (1989)
4624,Meet the Feebles (1989)
4626,Miracle Mile (1989)
4628,New York Stories (1989)
4629,Next of Kin (1989)
4630,No Holds Barred (1989)
4632,"Package, The (1989)"
4635,Pink Cadillac (1989)
4636,"Punisher, The (1989)"
4638,Jurassic Park III (2001)
4640,Brother (2000)
4641,Ghost World (2001)
4642,Hedwig and the Angry Inch (2000)
4643,Planet of the Apes (2001)
4645,Cure (1997)
4646,Greenfingers (2000)
4649,Wet Hot American Summer (2001)
4654,Road House (1989)
4660,Scenes from the Class Struggle in Beverly Hills (1989)
4661,Sea of Love (1989)
4663,She's Out of Control (1989)
4666,Skin Deep (1989)
4670,"Stepfather, The (1987)"
4671,Sweetie (1989)
4673,Tango & Cash (1989)
4675,Three Fugitives (1989)
4676,Troop Beverly Hills (1989)
4677,Turner & Hooch (1989)
4678,UHF (1989)
4679,Uncle Buck (1989)
4681,"War of the Roses, The (1989)"
4683,"Wizard, The (1989)"
4686,Weekend at Bernie's II (1993)
4687,Billy Liar (1963)
4690,"Cotton Club, The (1984)"
4695,Who'll Stop the Rain (1978)
4697,Basket Case (1982)
4699,Original Sin (2001)
4700,"Princess Diaries, The (2001)"
